"cidade","doenca","quantidade"
"Escada","Neoplasia maligna da próstata",0
"Escada","Outros traumatismos intracranianos",0
"Escada","Bloqueio atrioventricular total",0
"Escada","Fratura de outras partes do antebraço",0
"Escada","Outras infecções intestinais especificadas",0
"Escada","Insuficiência respiratória aguda",0
"Escada","Hipertensão secundária",0
"Escada","Septicemia bacteriana não especificada do recém-nascido",0
"Escada","Afecções hipertróficas da pele",0
"Escada","Salpingite e ooforite agudas",0
"Escada","Hepatite viral",0
"Escada","Abscesso cutâneo",0
"Escada","Outros sintomas e sinais gerais especificados",0
"Escada","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Escada","Diabetes mellitus insulino-dependente - sem complicações",0
"Escada","Fratura da diáfise do úmero",0
"Escada","Neoplasia maligna da face dorsal da língua",0
"Escada","Síndrome do túnel do tarso",0
"Escada","Insuficiência renal crônica não especificada",0
"Escada","Outras hemorragias subaracnóides",0
"Escada","Neoplasia maligna do estômago com lesão invasiva",0
"Escada","Estenose mitral",0
"Escada","Neoplasia maligna do cérebro",0
"Escada","Fístula de via biliar",0
"Escada","Outras pneumonias virais",0
"Escada","Desconforto respiratório não especificado do recém-nascido",0
"Escada","Outras complicações específicas de gestação múltipla",0
"Escada","Pré-eclâmpsia não especificada",0
"Escada","Transtorno osteomuscular não especificado pós-procedimento",0
"Escada","Neoplasia maligna do estômago",0
"Escada","Cólica nefrética não especificada",0
"Escada","Bronquite não especificada como aguda ou crônica",0
"Escada","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"Escada","Leucoma aderente",0
"Escada","Fratura dos ossos malares e maxilares",0
"Escada","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"Escada","Amputação traumática do pé ao nível do tornozelo",0
"Escada","Incompetência do colo do útero",0
"Escada","Aborto retido",0
"Escada","Neoplasia maligna do cerebelo",0
"Escada","Outras cistites",0
"Escada","Embolia aérea subseqüentes à infusão",0
"Escada","Leucemia mielóide aguda",0
"Escada","Distúrbio metabólico não especificado",0
"Escada","Calculose da vesícula biliar sem colecistite",0
"Tamandaré","Outros tipos de parto único espontâneo",0
"Tamandaré","Cisto pilonidal com abscesso",0
"Tamandaré","Cistocele",0
"Tamandaré","Anemia nutricional não especificada",0
"Tamandaré","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"Tamandaré","Aborto espontâneo - incompleto",0
"Tamandaré","Infecção intestinal bacteriana não especificada",0
"Tamandaré","Neoplasia maligna da trompa de Falópio",0
"Tamandaré","Parto por cesariana eletiva",0
"Tamandaré","Hérnia umbilical com obstrução",0
"Tamandaré","Sialadenite",0
"Tamandaré","Outras enterites virais",0
"Tamandaré","Infecção estreptocócica de localização não especificada",0
"Tamandaré","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"Tamandaré","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"Tamandaré","Transtornos não especificados dos glóbulos brancos",0
"Tamandaré","Aderências peritoniais",0
"Tamandaré","Parto por cesariana de emergência",0
"Tamandaré","Púrpura trombocitopênica idiopática",0
"Tamandaré","Septicemia não especificada",0
"Tamandaré","Neoplasia maligna da mama com lesão invasiva",0
"Tamandaré","Parto espontâneo cefálico",0
"Tamandaré","Poliartropatia inflamatória",0
"Tamandaré","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"Tamandaré","Pneumonia bacteriana não especificada",0
"Tamandaré","Trabalho de parto e parto complicados por vasa praevia",0
"Tamandaré","Hérnia inguinal unilateral ou não especificada",0
"Tamandaré","Calculose da vesícula biliar com outras formas de colecistite",0
"Tamandaré","Outras afecções especificadas da pele e do tecido subcutâneo",0
"Tamandaré","Outros transtornos especificados dos órgãos genitais masculinos",0
"Tamandaré","Outras colelitíases",0
"Tamandaré","Outros transtornos especificados do aparelho urinário",0
"Tamandaré","Outras doenças bacterianas especificadas",0
"Tamandaré","Retenção urinária",0
"Tamandaré","Infecção estafilocócica de localização não especificada",0
"Tamandaré","Parto único espontâneo",0
"Tamandaré","Outros cistos ovarianos e os não especificados",0
"Tamandaré","Hipertrofia do prepúcio",0
"Tamandaré","Infecção do trato urinário de localização não especificada",0
"Tamandaré","Transtorno depressivo recorrente",0
"Tamandaré","Outros transtornos da placenta",0
"Tamandaré","Hemorróidas externas sem complicação",0
"Tamandaré","Esquizofrenia simples",0
"Tamandaré","Transtorno afetivo bipolar",0
"Tamandaré","Esquizofrenia paranóide",0
"Tamandaré","Fratura do colo do fêmur",0
"Tamandaré","Diarréia e gastroenterite de origem infecciosa presumível",0
"Tamandaré","Dengue [dengue clássico]",0
"Tamandaré","Calculose da vesícula biliar com colicistite aguda",0
"Tamandaré","Neoplasia benigna do útero",0
"Tamandaré","Outra hidrocele",0
"Tamandaré","Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça",0
"Tamandaré","Outras gastrites",0
"Tamandaré","Fratura das diáfises do rádio e do cúbito [ulna]",0
"Tamandaré","Outros descolamentos da retina",0
"Tamandaré","Edema cerebral traumático",0
"Tamandaré","Obstrução do duodeno",0
"Tamandaré","Cirrose hepática alcoólica",0
"Tamandaré","Outra insuficiência renal crônica",0
"Tamandaré","Neoplasia maligna da porção central da mama",0
"Tamandaré","Traumatismo do cólon",0
"Tamandaré","Hiperplasia da próstata",0
"Tamandaré","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Tamandaré","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Tamandaré","Outras coxartroses pós-traumáticas",0
"Tamandaré","Outras formas de doença isquêmica aguda do coração",0
"Tamandaré","Outras esquizofrenias",0
"Tamandaré","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Tamandaré","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Tamandaré","Outras poliartroses",0
"Tamandaré","Luxação congênita unilateral do quadril",0
"Tamandaré","Outras deformidades da orelha",0
"Tamandaré","Insuficiência cardíaca congestiva",0
"Tamandaré","Linfoma não-Hodgkin difuso",0
"Tamandaré","Leiomioma subseroso do útero",0
"Tamandaré","Neoplasia maligna do colo do útero",0
"Tamandaré","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Tamandaré","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Tamandaré","Transtornos inflamatórios da mama",0
"Tamandaré","Outros tipos de parto único por cesariana",0
"Tamandaré","Causas desconhecidas e não especificadas de morbidade",0
"Tamandaré","Trabalho de parto e parto complicados por cordão curto",0
"Tamandaré","Gastrite crônica",0
"Tamandaré","Epilepsia",0
"Tamandaré","Diabetes mellitus não especificado - com complicações não especificadas",0
"Tamandaré","Doença do esôfago",0
"Tamandaré","Pneumonia não especificada",0
"Tamandaré","Outras gastrites agudas",0
"Tamandaré","Asma não especificada",0
"Tamandaré","Desnutrição protéico-calórica não especificada",0
"Tamandaré","Trabalho de parto prolongado",0
"Tamandaré","Infecção viral não especificada",0
"Tamandaré","Nefrite túbulo-intersticial crônica não especificada",0
"Tamandaré","Leiomioma do útero",0
"Tamandaré","Outras doenças da glândula de Bartholin",0
"Tamandaré","Cisto da glândula de Bartholin",0
"Tamandaré","Outros abscessos da faringe",0
"Tamandaré","Calculose de via biliar sem colangite ou colecistite",0
"Tamandaré","Hiperplasia adenomatosa endometrial",0
"Tamandaré","Doença pelo HIV resultando em encefalopatia",0
"Tamandaré","Efeito tóxico do veneno de serpente",0
"Tamandaré","Peritonite aguda",0
"Tamandaré","Traumatismo cerebral focal",0
"Tamandaré","Bexiga neuropática não-inibida não classificada em outra parte",0
"Tamandaré","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Tamandaré","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Tamandaré","Esterilização",0
"Tamandaré","Nódulo mamário não especificado",0
"Tamandaré","Trabalho de parto e parto complicados por sofrimento fetal",0
"Tamandaré","Outras anormalidades da contração uterina",0
"Tamandaré","Hérnia ventral sem obstrução ou gangrena",0
"Tamandaré","Pólipo do corpo do útero",0
"Tamandaré","Erisipela",0
"Tamandaré","Gravidez prolongada",0
"Tamandaré","Anemia não especificada",0
"Tamandaré","Hipertensão essencial (primária)",0
"Tamandaré","Bronquite aguda não especificada",0
"Tamandaré","Episódio depressivo moderado",0
"Tamandaré","Gastrite não especificada",0
"Tamandaré","Outras septicemias especificadas",0
"Tamandaré","Outros recém-nascidos de pré-termo",0
"Tamandaré","Tuberculose pulmonar",0
"Tamandaré","Fratura da rótula [patela]",0
"Tamandaré","Fratura da extremidade inferior do úmero",0
"Tamandaré","Neoplasia maligna dos ureteres",0
"Tamandaré","Fratura do maléolo lateral",0
"Tamandaré","Afecções da pele e do tecido subcutâneo",0
"Tamandaré","Cisto ovariano de desenvolvimento",0
"Tamandaré","Parto por cesariana",0
"Tamandaré","Infecção bacteriana não especificada",0
"Tamandaré","Neoplasia benigna de outras partes do útero",0
"Tamandaré","Úlcera gastrojejunal - aguda com hemorragia",0
"Tamandaré","Neoplasia benigna de localização não especificada",0
"Tamandaré","Salpingite e ooforite não especificadas",0
"Tamandaré","Fratura da diáfise do fêmur",0
"Tamandaré","Luxação da articulação do tornozelo",0
"Tamandaré","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Tamandaré","Apendicite aguda sem outra especificação",0
"Tamandaré","Outras doenças especificadas do intestino",0
"Tamandaré","Hérnia umbilical sem obstrução ou gangrena",0
"Tamandaré","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Tamandaré","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Tamandaré","Neoplasia benigna da glândula parótida",0
"Tamandaré","Outras pneumonias bacterianas",0
"Tamandaré","Outros transtornos respiratórios pós-procedimentos",0
"Tamandaré","Úlcera de decúbito",0
"Tamandaré","Pneumoconiose não especificada",0
"Tamandaré","Pneumonia viral não especificada",0
"Tamandaré","Traumatismo do rim",0
"Tamandaré","Doador de medula óssea",0
"Tamandaré","Leucemia linfoblástica aguda",0
"Tamandaré","Angina instável",0
"Tamandaré","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Tamandaré","Trabalho de parto precipitado",0
"Tamandaré","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Tamandaré","Fratura da diáfise da tíbia",0
"Tamandaré","Neoplasia maligna da glândula tireóide",0
"Tamandaré","Gangrena gasosa",0
"Tamandaré","Transtornos do desenvolvimento dos maxilares",0
"Tamandaré","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Tamandaré","Insuficiência respiratória do recém-nascido",0
"Tamandaré","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Tamandaré","Fenda palatina não especificada",0
"Tamandaré","Fratura da clavícula",0
"Tamandaré","Doença do pâncreas",0
"Tamandaré","Fratura da extremidade superior do úmero",0
"Tamandaré","Acidente vascular cerebral",0
"Tamandaré","Varizes dos membros inferiores com úlcera",0
"Tamandaré","Insuficiência cardíaca não especificada",0
"Tamandaré","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Tamandaré","Angiopatia periférica em doenças classificadas em outra parte",0
"Tamandaré","Doença pulmonar obstrutiva crônica não especificada",0
"Tamandaré","Hérnia ventral com obstrução",0
"Tamandaré","Neoplasia maligna da próstata",0
"Tamandaré","Outros traumatismos intracranianos",0
"Tamandaré","Bloqueio atrioventricular total",0
"Tamandaré","Fratura de outras partes do antebraço",0
"Tamandaré","Outras infecções intestinais especificadas",0
"Tamandaré","Insuficiência respiratória aguda",0
"Tamandaré","Hipertensão secundária",0
"Tamandaré","Septicemia bacteriana não especificada do recém-nascido",0
"Tamandaré","Afecções hipertróficas da pele",0
"Tamandaré","Salpingite e ooforite agudas",0
"Tamandaré","Hepatite viral",0
"Tamandaré","Abscesso cutâneo",0
"Tamandaré","Outros sintomas e sinais gerais especificados",0
"Tamandaré","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Tamandaré","Diabetes mellitus insulino-dependente - sem complicações",0
"Tamandaré","Fratura da diáfise do úmero",0
"Tamandaré","Neoplasia maligna da face dorsal da língua",0
"Tamandaré","Síndrome do túnel do tarso",0
